n_bootstrap,random_seed,gaba_gaba_mean,gaba_gaba_ci_low,gaba_gaba_ci_high,ach_gaba_mean,ach_gaba_ci_low,ach_gaba_ci_high,diff_mean,diff_ci_low,diff_ci_high,fold_diff_median,fold_diff_ci_low,fold_diff_ci_high,frac_gaba_higher
1000,42,0.24349534808231016,0.2279665281386168,0.25965050957198776,0.00034032507946116187,0.0002829093105934717,0.0003943854746343858,0.24315502300284902,0.227605939046377,0.259324225999571,713.5405932402,606.7598878647125,883.1051408521438,1.0
