n1,n2,n1_nt,n2_nt
720575940604738016,720575940626128016,gaba,ach
720575940622356980,720575940630131919,glut,ach
720575940613052131,720575940621625597,gaba,ach
720575940637282416,720575940645055767,ach,gaba
720575940616113821,720575940620660901,glut,ach
720575940623692435,720575940624061587,ach,gaba
720575940616479883,720575940635187866,ach,gaba
720575940608783452,720575940617553112,glut,glut
720575940621675174,720575940635229688,ach,ach
720575940608545219,720575940636593550,gaba,gaba
720575940623960563,720575940632250285,glut,glut
720575940615023978,720575940654026913,gaba,ach
720575940622607581,720575940628857210,ach,ach
720575940628954112,720575940631586858,ach,da
720575940626271996,720575940630610425,ach,ach
720575940626970682,720575940629751808,gaba,ach
720575940627149723,720575940628597147,glut,gaba
720575940638479081,720575940638668378,ach,gaba
720575940608288469,720575940626634789,glut,ach
720575940631963161,720575940639313990,ach,gaba
720575940637587422,720575940642871240,gaba,ach
720575940622334121,720575940625441482,gaba,ach
720575940617590587,720575940622411248,ach,gaba
720575940617711505,720575940619966145,ach,gaba
720575940619683311,720575940619994294,ach,ach
720575940618007508,720575940623703757,ach,oct
720575940619411147,720575940627737365,ach,ach
720575940627848196,720575940628348265,ach,ach
720575940611139826,720575940619259456,glut,ach
720575940612197374,720575940623792648,ach,da
720575940620605633,720575940626164355,ach,ach
720575940614457086,720575940620665093,ach,ach
720575940621675174,720575940639655477,gaba,ach
720575940612638866,720575940621504255,ach,gaba
720575940623598058,720575940628895750,ach,gaba
720575940613200025,720575940621114188,gaba,ach
720575940619931119,720575940630571052,ser,ser
720575940613926111,720575940620124326,ach,glut
720575940632388968,720575940639730560,glut,ach
720575940621130367,720575940634829247,gaba,ach
720575940623861479,720575940631785441,ach,ach
720575940636620912,720575940639347765,glut,ach
720575940627035153,720575940637204837,ach,gaba
720575940624605932,720575940626827024,da,gaba
720575940632046540,720575940632690623,ach,ach
720575940612038350,720575940634787550,gaba,ach
720575940616183106,720575940618628933,gaba,ach
720575940611444344,720575940626849176,ach,glut
720575940611569578,720575940624426680,gaba,ach
720575940629174889,720575940630499343,gaba,ach
720575940605756081,720575940613861343,glut,ach
720575940615308178,720575940617880281,glut,ach
720575940627585045,720575940634666009,ach,glut
720575940624496311,720575940631328453,gaba,ach
720575940612944025,720575940631485035,gaba,ach
720575940623884012,720575940624172947,gaba,gaba
720575940617990946,720575940621656673,ach,glut
720575940612972054,720575940617468633,glut,ach
720575940621195290,720575940623203805,ach,gaba
720575940614344429,720575940622339828,gaba,ach
720575940625599376,720575940633744023,gaba,ach
720575940611372714,720575940627927573,ach,ser
720575940629983938,720575940632995359,ach,gaba
720575940622133765,720575940640019059,gaba,gaba
720575940605625278,720575940608168201,gaba,ach
720575940612127151,720575940622983943,gaba,gaba
720575940604324320,720575940615722694,ach,gaba
720575940609380728,720575940611207922,ach,gaba
720575940619157662,720575940626616010,ach,gaba
720575940628945920,720575940637069887,ach,glut
720575940620702746,720575940631161631,ach,gaba
720575940620855423,720575940628362812,gaba,gaba
720575940622236374,720575940623961747,ach,ach
720575940634813552,720575940637098352,ach,gaba
720575940621486085,720575940628527047,ach,glut
720575940603495648,720575940617821063,ach,gaba
720575940613116141,720575940633277591,glut,ach
720575940631122937,720575940633351322,gaba,ach
720575940625400420,720575940632198317,ach,ach
720575940606589105,720575940630334078,gaba,glut
720575940622356360,720575940627957842,glut,ach
720575940611706341,720575940621153670,glut,glut
720575940620542068,720575940653694881,glut,ach
720575940618024512,720575940624682852,gaba,ach
720575940617901268,720575940623138794,ach,gaba
720575940622974707,720575940626363654,gaba,gaba
720575940626434604,720575940633741710,ach,gaba
720575940605511904,720575940618177977,ach,glut
720575940627611142,720575940630501228,ach,glut
720575940620506704,720575940627464329,glut,ach
720575940629564163,720575940640982480,ach,glut
720575940630671953,720575940637242421,glut,glut
720575940632467281,720575940634787508,ach,glut
720575940617244372,720575940617728852,gaba,gaba
720575940614358162,720575940624246247,glut,glut
720575940628059978,720575940636878254,ser,ach
720575940613259235,720575940621675174,ach,gaba
720575940614221474,720575940630171642,glut,ach
720575940621675174,720575940639670131,gaba,ach
720575940612615599,720575940618366843,ach,gaba
720575940615912415,720575940636649449,gaba,ach
720575940616843403,720575940628848122,glut,ach
720575940618177977,720575940621107590,gaba,ach
720575940614371070,720575940622236284,glut,ach
720575940615808029,720575940616908177,ach,da
720575940622558889,720575940625092028,gaba,ach
720575940609305609,720575940620514384,glut,glut
720575940619418929,720575940632725575,gaba,ach
720575940628088582,720575940628684843,ach,gaba
720575940623451272,720575940636912986,ach,gaba
720575940622272794,720575940632861265,ach,gaba
720575940611036643,720575940621730910,ach,gaba
720575940619245016,720575940630622250,da,glut
720575940639245912,720575940639287349,ach,gaba
720575940616365766,720575940631503151,glut,ach
720575940620775856,720575940649852281,ach,gaba
720575940610287566,720575940614457086,ach,gaba
720575940615564959,720575940623764007,gaba,glut
720575940610620770,720575940614908383,gaba,oct
720575940619623990,720575940624664757,ach,gaba
720575940617203997,720575940633526684,ach,glut
720575940621229958,720575940630306871,gaba,ach
720575940633058733,720575940641658164,ach,ach
720575940626126398,720575940626201372,glut,gaba
720575940623257565,720575940628656427,gaba,ach
720575940629935463,720575940636047608,ach,gaba
720575940618588736,720575940626057853,ach,glut
720575940613457123,720575940628808391,glut,ach
720575940610584184,720575940629627751,gaba,glut
720575940615195275,720575940622953340,ach,gaba
720575940617608539,720575940619931840,ach,gaba
720575940625117735,720575940633715937,ach,gaba
720575940628075113,720575940638567913,ach,glut
720575940629337082,720575940634342114,ach,gaba
720575940624338068,720575940631243282,ach,glut
720575940617615133,720575940627882322,gaba,glut
720575940610624485,720575940622525654,gaba,ach
720575940626483474,720575940627145502,ach,gaba
720575940616452294,720575940623363050,gaba,ach
720575940615043670,720575940625967546,ach,gaba
720575940612906518,720575940636675214,glut,ach
720575940610668152,720575940619911509,glut,ach
720575940613692578,720575940620306648,gaba,ach
720575940626909839,720575940627869971,gaba,glut
720575940612050033,720575940630690678,ach,gaba
720575940621002083,720575940630501228,ach,glut
720575940621035969,720575940622420905,gaba,glut
720575940619339856,720575940629421164,gaba,ach
720575940618718235,720575940629554988,ach,ach
720575940616908177,720575940622650879,ach,ach
720575940611374554,720575940629913130,gaba,ach
720575940612752611,720575940631572527,ach,gaba
720575940609299467,720575940622930019,gaba,ach
720575940622175770,720575940631683599,gaba,gaba
720575940614556712,720575940624265143,gaba,ach
720575940614380455,720575940625102224,ach,gaba
720575940615258986,720575940623494694,gaba,ach
720575940624366845,720575940654185377,gaba,ach
720575940620303563,720575940633371873,gaba,glut
720575940630343210,720575940639935963,ach,ach
720575940623688119,720575940639695568,gaba,gaba
720575940627079557,720575940629174889,ach,gaba
720575940621766170,720575940639592270,ach,glut
720575940630439996,720575940639254717,gaba,ach
720575940620174677,720575940632995359,ach,gaba
720575940627653114,720575940658472065,ach,ach
720575940624234644,720575940643591072,ach,gaba
720575940614871249,720575940624789054,ach,glut
720575940612918195,720575940638193498,ach,gaba
720575940616207628,720575940630776892,gaba,ach
720575940623776491,720575940634606693,gaba,ach
720575940614243368,720575940623127907,gaba,ach
720575940630379740,720575940638675253,gaba,ach
720575940619352641,720575940645263396,ach,gaba
720575940617501755,720575940629196017,ach,glut
720575940605799102,720575940635530687,glut,ach
720575940619803697,720575940626023568,ach,ach
720575940620328545,720575940640031360,ach,gaba
720575940612200371,720575940628684843,ach,gaba
720575940630359234,720575940631656147,ach,glut
720575940616830813,720575940624700140,gaba,ser
720575940615223719,720575940631563148,ach,ach
720575940623000700,720575940624659691,gaba,ach
720575940619421377,720575940625597744,da,ach
720575940620581748,720575940624704393,gaba,ach
720575940609667538,720575940630716716,gaba,gaba
720575940614041238,720575940632003641,glut,da
720575940631511436,720575940644176164,ach,ach
720575940619506881,720575940644632087,ach,gaba
720575940620100884,720575940631049234,glut,ach
720575940625975696,720575940632531256,ach,gaba
720575940627951528,720575940638083398,ach,glut
720575940620560148,720575940647374900,ach,ach
720575940624281575,720575940624773066,gaba,ach
720575940612612275,720575940625189100,gaba,glut
720575940626218392,720575940631196264,ach,ach
720575940635104363,720575940635370420,gaba,ach
720575940618339874,720575940626768650,gaba,ach
720575940617413957,720575940623387786,gaba,ach
720575940621675174,720575940626160414,gaba,ach
720575940616185868,720575940622736895,glut,glut
720575940612211826,720575940628391848,ach,gaba
720575940629174889,720575940631043896,gaba,ach
720575940622500172,720575940631549202,gaba,ser
720575940612567665,720575940627440670,glut,ach
720575940618640965,720575940627065930,gaba,gaba
720575940624898125,720575940647274548,gaba,ach
720575940622722659,720575940630257464,glut,ach
720575940605117152,720575940625361552,gaba,ach
720575940611126904,720575940618048027,gaba,ach
720575940630346231,720575940639426805,gaba,gaba
720575940631181263,720575940658925441,glut,ach
720575940619753557,720575940620148571,gaba,ach
720575940610734449,720575940632401233,ach,gaba
720575940617821063,720575940620174933,gaba,ach
720575940605076158,720575940631758244,glut,ach
720575940625876517,720575940634707863,ach,glut
720575940630328698,720575940630460919,ach,oct
720575940612692963,720575940615965323,ach,ach
720575940611434419,720575940629901047,gaba,gaba
720575940631316498,720575940633550562,ach,ach
720575940618339874,720575940642220488,gaba,ach
720575940623583075,720575940629124099,gaba,ach
720575940631727146,720575940636237687,gaba,ach
720575940628421105,720575940628684843,ach,gaba
720575940629671418,720575940638145370,glut,gaba
720575940620332491,720575940632929484,glut,glut
720575940615970783,720575940629892663,gaba,ach
720575940628946236,720575940638473917,ach,gaba
720575940602132509,720575940620219585,ach,gaba
720575940615970783,720575940626099970,gaba,ach
720575940625498512,720575940627312104,ach,glut
720575940615083381,720575940618779527,ach,ach
720575940615970783,720575940622817549,gaba,ach
720575940623076074,720575940634440858,gaba,ach
720575940606354633,720575940639874189,gaba,ach
720575940632994274,720575940633192985,ach,gaba
720575940622105162,720575940646603555,ach,glut
720575940627761162,720575940631813796,gaba,gaba
720575940614111244,720575940626001801,glut,gaba
720575940622576297,720575940638405722,glut,ach
720575940618229533,720575940636517751,ach,ach
720575940618069531,720575940623243485,ach,gaba
720575940617922880,720575940631049234,ach,ach
720575940612973226,720575940628664571,ach,gaba
720575940625420531,720575940630225403,ach,ach
720575940623672856,720575940647385140,gaba,ach
720575940616479803,720575940619019605,gaba,ach
720575940612662167,720575940631751375,glut,ach
720575940617356545,720575940622397940,gaba,glut
720575940628431915,720575940632430929,ach,glut
720575940614695611,720575940627465478,gaba,ach
720575940614582946,720575940622166561,ach,gaba
720575940614695591,720575940618339874,ach,gaba
720575940610357602,720575940622353705,da,glut
720575940615970783,720575940631729987,gaba,ach
720575940608828681,720575940618794560,gaba,ach
720575940618995781,720575940627508632,gaba,ach
720575940608857355,720575940619392635,ach,ach
720575940617440395,720575940622447309,ach,gaba
720575940617566493,720575940621920116,gaba,gaba
720575940617940304,720575940621280688,ach,gaba
720575940614526673,720575940627538504,ach,gaba
720575940628642759,720575940630147066,ach,glut
720575940612887731,720575940639332934,gaba,glut
720575940630013143,720575940650254582,gaba,gaba
720575940620519941,720575940621323373,ach,gaba
720575940625492813,720575940627856200,ach,gaba
720575940627154063,720575940635094423,ach,ach
720575940620830703,720575940633583059,ach,gaba
720575940628007683,720575940634138775,ach,gaba
720575940614112150,720575940630506102,gaba,da
720575940610623950,720575940635371119,gaba,ach
720575940626887268,720575940628334342,ach,gaba
720575940610131093,720575940627738640,ach,gaba
720575940623983859,720575940643471008,ach,glut
720575940620655854,720575940630153598,ach,gaba
720575940623154712,720575940637130985,gaba,ach
720575940611755157,720575940621525673,ach,glut
720575940611085425,720575940637051199,gaba,ach
720575940607202178,720575940632181585,glut,gaba
720575940624863783,720575940636023159,glut,ach
720575940623598311,720575940628684843,ach,gaba
720575940615876294,720575940621280688,ach,gaba
720575940611828594,720575940627189525,glut,gaba
720575940606946690,720575940632018515,ach,gaba
720575940623731348,720575940635415653,gaba,gaba
720575940613918887,720575940640401293,gaba,ach
720575940613268370,720575940623277547,ach,glut
720575940624306494,720575940646135940,glut,glut
720575940618275658,720575940644093719,gaba,ach
720575940624664757,720575940627346053,gaba,ach
720575940627440670,720575940628427051,gaba,ach
720575940613830306,720575940624538445,ach,gaba
720575940611964053,720575940612868275,ach,gaba
720575940622512161,720575940632753036,glut,gaba
720575940631619944,720575940641210320,gaba,glut
720575940621675174,720575940630017295,gaba,ach
720575940617073113,720575940620100884,ach,glut
720575940636359024,720575940648104836,ach,gaba
720575940604088288,720575940607607747,glut,ach
720575940624485524,720575940636733797,gaba,ach
720575940617663537,720575940658442625,gaba,ach
720575940631110995,720575940644379940,ach,gaba
720575940620299736,720575940630192128,gaba,ach
720575940615970783,720575940629900252,gaba,ach
720575940625994533,720575940628099995,gaba,ach
720575940603333804,720575940626294064,ach,glut
720575940619622814,720575940623751176,glut,ach
720575940614790550,720575940635421285,glut,ach
720575940621370484,720575940637647950,gaba,gaba
720575940622671966,720575940627189534,gaba,gaba
720575940628221201,720575940633440813,gaba,ach
720575940628684843,720575940630941714,gaba,ach
720575940624198437,720575940627065240,ach,ach
720575940623146701,720575940630407388,ser,ser
720575940616332300,720575940627894600,gaba,ach
720575940616803445,720575940646126190,ach,gaba
720575940635962254,720575940638719807,ach,gaba
720575940623856008,720575940632561633,gaba,ach
720575940606507185,720575940612970262,glut,ach
720575940623889898,720575940646617476,gaba,ach
720575940607643058,720575940636420270,gaba,ach
720575940615857375,720575940625152236,glut,ach
720575940620135259,720575940633075404,ach,glut
720575940613034602,720575940613867938,ach,ach
720575940628812035,720575940632441145,ach,glut
720575940607332873,720575940618614853,gaba,ach
720575940619453861,720575940625442306,gaba,ach
720575940619059102,720575940625022270,gaba,ach
720575940616008095,720575940630829276,glut,gaba
720575940605252064,720575940644379940,ach,gaba
720575940613065130,720575940642474125,gaba,gaba
720575940620378795,720575940640311459,ach,glut
720575940628471046,720575940639851123,ach,gaba
720575940608971221,720575940630557302,ach,gaba
720575940620813989,720575940623044054,ach,glut
720575940611324280,720575940620000960,gaba,ach
720575940613069549,720575940649852281,ach,gaba
720575940644361888,720575940653201654,gaba,ach
720575940619821648,720575940648042617,gaba,gaba
720575940626742814,720575940629507627,ach,gaba
720575940629510204,720575940630462524,gaba,ach
720575940621689727,720575940625423290,da,ach
720575940603949024,720575940621226846,ach,glut
720575940612226197,720575940628733292,gaba,gaba
720575940617537570,720575940631205238,gaba,ach
720575940614442090,720575940625455247,ach,gaba
720575940615970783,720575940619959472,gaba,ach
720575940621115312,720575940640456923,ach,glut
720575940611793817,720575940614695611,gaba,gaba
720575940609349218,720575940621975066,ach,glut
720575940608140380,720575940644047908,da,glut
720575940605773233,720575940636024056,ach,glut
720575940624290232,720575940631725087,ser,ser
720575940623543565,720575940631122937,ach,gaba
720575940608545219,720575940621543194,gaba,ach
720575940623748389,720575940634138775,glut,gaba
720575940626780805,720575940634666009,ach,gaba
720575940604088288,720575940609191177,glut,glut
720575940613785041,720575940617265269,ach,gaba
720575940616071483,720575940647030580,gaba,ach
720575940624694503,720575940628779563,gaba,gaba
720575940626252746,720575940628485199,ach,ach
720575940625805329,720575940648061060,ach,ach
720575940608287497,720575940631427409,gaba,ach
720575940627079938,720575940636903013,ach,gaba
720575940612953714,720575940627980955,ach,glut
720575940620704171,720575940627585362,glut,ach
720575940617821063,720575940639945891,gaba,ach
720575940604562656,720575940622219725,gaba,ach
720575940623869769,720575940640028477,glut,glut
720575940615244082,720575940629174889,ach,gaba
720575940610545506,720575940611361450,gaba,ach
720575940620352647,720575940638517732,glut,gaba
720575940622920074,720575940625784153,da,ach
720575940617807650,720575940621594022,ach,glut
720575940628286224,720575940632690892,gaba,gaba
720575940624007207,720575940630342364,glut,ach
720575940622434573,720575940638965181,ach,glut
720575940631345751,720575940639893301,ach,gaba
720575940610207556,720575940638344420,gaba,ach
720575940618558365,720575940627833347,gaba,ach
720575940623019544,720575940629783852,ach,gaba
720575940609222921,720575940628097019,ach,gaba
720575940632940717,720575940636491631,glut,ach
720575940614164655,720575940627346709,ach,gaba
720575940630705256,720575940632186936,gaba,ach
720575940603620268,720575940610545506,ach,gaba
720575940629573904,720575940644703944,ach,gaba
720575940604836128,720575940624125477,ach,ach
720575940619999878,720575940621345006,glut,gaba
720575940608305756,720575940617422646,ach,glut
720575940615346282,720575940619691934,gaba,gaba
720575940632669922,720575940646126190,ach,gaba
720575940621126621,720575940626788625,ach,glut
720575940610058052,720575940629239934,ach,gaba
720575940625455247,720575940636735198,gaba,ach
720575940605824945,720575940612208754,gaba,gaba
720575940617821063,720575940636376750,gaba,ach
720575940625004524,720575940626670082,glut,ach
720575940618755638,720575940634274017,ach,gaba
720575940622574532,720575940631704716,ach,ser
720575940610549060,720575940630460919,glut,oct
720575940627622552,720575940644671176,gaba,glut
720575940616967425,720575940621242657,gaba,ach
720575940624038438,720575940634585113,gaba,ach
720575940627366675,720575940632486969,glut,ach
720575940618832720,720575940634274017,ach,gaba
720575940615023978,720575940615971899,gaba,ach
720575940614556712,720575940633438125,gaba,ach
720575940628721607,720575940631854440,glut,ach
720575940625408796,720575940627047400,ach,ach
720575940631717167,720575940633486509,glut,gaba
720575940612927385,720575940620656262,gaba,ach
720575940621086912,720575940629924823,gaba,ach
720575940623040263,720575940629791643,ach,ach
720575940623389183,720575940637135534,ach,gaba
720575940620058537,720575940639322752,ach,glut
720575940604088288,720575940650734070,glut,ach
720575940627949834,720575940659807361,glut,ach
720575940612423922,720575940637216624,gaba,da
720575940625344304,720575940630037073,gaba,ach
720575940607908107,720575940623770516,ach,glut
720575940606244542,720575940622763021,gaba,ach
720575940611772083,720575940647228468,ach,ach
720575940620026795,720575940628304463,gaba,ach
720575940616915339,720575940628230135,glut,ach
720575940631212406,720575940631997215,ach,ach
720575940614478899,720575940627138562,ach,gaba
720575940614607825,720575940623880684,gaba,ach
720575940622393578,720575940645237102,ach,gaba
720575940616446347,720575940628230417,glut,gaba
720575940625189100,720575940625483196,glut,gaba
720575940624084203,720575940626963593,ach,gaba
720575940606333385,720575940631839140,ach,glut
720575940610505170,720575940631923267,ach,gaba
720575940619669814,720575940622576141,gaba,ach
720575940628653255,720575940629239934,ach,gaba
720575940611803490,720575940629174889,ach,gaba
720575940613065130,720575940624384037,gaba,ach
720575940607290633,720575940635814512,ach,ach
720575940622252201,720575940634289122,gaba,glut
720575940617319766,720575940632717708,glut,glut
720575940613200025,720575940628621047,gaba,ach
720575940619803745,720575940627219475,gaba,glut
720575940620043723,720575940620869723,gaba,ach
720575940613209002,720575940633465369,ach,ach
720575940615993823,720575940629261783,oct,glut
720575940610615269,720575940621496956,ach,ach
720575940603804350,720575940604624998,gaba,gaba
720575940631663052,720575940634826676,ach,glut
720575940617620509,720575940635748703,ach,gaba
720575940620780270,720575940626145829,ach,gaba
720575940620555696,720575940624931564,gaba,ach
720575940609679555,720575940621532326,ach,gaba
720575940620903662,720575940641766196,ach,glut
720575940618571265,720575940630407751,gaba,ach
720575940614980511,720575940626422821,ach,gaba
720575940632723660,720575940639813365,ach,gaba
720575940619670352,720575940647228468,glut,ach
720575940612752090,720575940629009155,glut,ach
720575940612264817,720575940627175879,gaba,ach
720575940617051348,720575940628880390,ach,glut
720575940623138794,720575940626080570,gaba,ach
720575940614714178,720575940617579165,ach,gaba
720575940626140420,720575940637455593,glut,glut
720575940618024512,720575940620116318,gaba,ach
720575940622001279,720575940629865410,ach,gaba
720575940623385599,720575940636451703,ach,glut
720575940613131122,720575940615262358,gaba,ach
720575940622223088,720575940622800788,gaba,glut
720575940625164176,720575940631349335,ach,ser
720575940607249586,720575940621675174,ach,gaba
720575940622684308,720575940631612243,ach,gaba
720575940613744936,720575940617944916,ach,ach
720575940616564829,720575940623879207,ach,ach
720575940615970783,720575940646763316,ach,ach
720575940613625410,720575940620762733,ach,gaba
720575940618043732,720575940630941691,ach,glut
720575940632427603,720575940649187961,ach,glut
720575940637114458,720575940658141057,glut,ach
720575940612414101,720575940631933771,gaba,ach
720575940607718101,720575940613065130,oct,gaba
720575940615228502,720575940629174889,ach,gaba
720575940618649920,720575940631783372,glut,ach
720575940610650853,720575940648104836,ach,gaba
720575940612264817,720575940626840081,gaba,ach
720575940612855318,720575940631923267,gaba,ser
720575940614435751,720575940635701172,gaba,ach
720575940613808047,720575940626824573,ach,gaba
720575940629174889,720575940645747747,gaba,ach
720575940631365975,720575940633877985,gaba,ach
720575940632614881,720575940639201269,glut,ach
720575940625859453,720575940644082336,ach,ach
720575940609957315,720575940623624084,gaba,ach
720575940641497563,720575940647688580,glut,ach
720575940630069504,720575940640031360,gaba,gaba
720575940622401524,720575940639332934,gaba,glut
720575940604653484,720575940625012204,gaba,gaba
720575940633498849,720575940637799487,glut,ach
720575940617678566,720575940626953561,ach,ach
720575940617537570,720575940618295454,da,ach
720575940611058552,720575940621534829,glut,glut
720575940613709983,720575940630743972,ach,ach
720575940613734115,720575940652860662,glut,ach
720575940630474770,720575940630652278,ach,gaba
720575940608677845,720575940635154680,ach,gaba
720575940614799154,720575940639473909,ach,ach
720575940617616157,720575940632982559,gaba,ach
720575940616522726,720575940630118028,ach,glut
720575940618366843,720575940629458748,gaba,ach
720575940627725189,720575940638825286,gaba,ach
720575940626161171,720575940631043139,ach,gaba
720575940614884027,720575940617270358,ach,gaba
720575940626111619,720575940634356831,ach,ach
720575940617697620,720575940648061060,ach,gaba
720575940622681087,720575940623333514,ach,ach
720575940618558365,720575940619931483,gaba,ach
720575940603391404,720575940620492126,ach,glut
720575940627946261,720575940635774071,ach,ach
720575940616039197,720575940620584880,ach,gaba
720575940624784115,720575940631410316,glut,ach
720575940609918403,720575940645094180,ach,gaba
720575940631704716,720575940660217729,ach,ach
720575940621121729,720575940621472261,ach,glut
720575940634235036,720575940634913436,ach,gaba
720575940612594855,720575940619200960,ach,da
720575940608195339,720575940632294687,ach,gaba
720575940624295096,720575940637978421,ach,gaba
720575940613119205,720575940614026357,gaba,ach
720575940614332566,720575940616929675,gaba,ach
720575940615970783,720575940617161531,gaba,ach
720575940618063855,720575940649809273,ach,gaba
720575940614457086,720575940629000318,gaba,ach
720575940617249236,720575940622026590,gaba,glut
720575940619122036,720575940631821160,glut,ach
720575940630291767,720575940644968215,gaba,ach
720575940619453861,720575940645077527,gaba,ach
720575940620904869,720575940631619921,gaba,ach
720575940621675174,720575940627510866,gaba,ach
720575940615779558,720575940625447994,glut,ach
720575940614102930,720575940620904869,ach,gaba
720575940613065130,720575940627861291,gaba,ach
720575940628364053,720575940629040646,glut,ach
720575940620918443,720575940638077091,glut,ach
720575940628234599,720575940631126083,ach,gaba
720575940613898365,720575940628684843,ach,gaba
720575940623073205,720575940630118028,ach,glut
720575940627457546,720575940634632348,ach,glut
720575940610674090,720575940614782119,ach,ach
720575940614691759,720575940619078710,gaba,ach
720575940610505006,720575940611644529,ach,ach
720575940607343829,720575940622471721,ach,ach
720575940624352643,720575940627444490,ach,gaba
720575940623905719,720575940630765253,ach,gaba
720575940621585279,720575940623137997,ach,gaba
720575940614598924,720575940619895125,glut,ach
720575940639830179,720575940646530612,ach,da
720575940639224152,720575940642763680,glut,ach
720575940628684843,720575940634924139,gaba,ach
720575940613549805,720575940629808795,ach,gaba
720575940624684531,720575940624693432,glut,glut
720575940622337635,720575940631667682,gaba,ach
720575940635195546,720575940636028261,gaba,ach
720575940606209214,720575940626507408,gaba,ach
720575940630683961,720575940646704163,ach,ach
720575940623918020,720575940630012411,gaba,gaba
720575940613896941,720575940617876293,ach,ach
720575940621468854,720575940633262817,ach,glut
720575940614940583,720575940619749067,gaba,ach
720575940630311183,720575940632508728,ach,ach
720575940624284493,720575940624559764,ach,gaba
720575940617936155,720575940632736703,gaba,ach
720575940612116629,720575940646442804,gaba,ach
720575940613804781,720575940614866850,ach,ach
720575940616546333,720575940620904869,ser,gaba
720575940613525394,720575940622980488,ach,glut
720575940627665545,720575940628200551,oct,oct
720575940620898544,720575940624982202,glut,glut
720575940609237955,720575940627704488,ach,ach
720575940619709899,720575940619863125,ach,gaba
720575940613743569,720575940634301852,da,gaba
720575940615917580,720575940625698096,gaba,gaba
720575940623595731,720575940625000200,ach,gaba
720575940616477323,720575940629535287,ach,gaba
720575940618259269,720575940622184105,ach,glut
720575940611435474,720575940624400060,ach,gaba
720575940621280688,720575940628983963,gaba,ach
720575940635831438,720575940644632087,ach,gaba
720575940620674240,720575940634666009,ach,glut
720575940614926475,720575940631708836,ach,ach
720575940611018865,720575940627275795,gaba,gaba
720575940614006014,720575940628172796,gaba,ach
720575940618170526,720575940628675151,ach,ach
720575940623012348,720575940625000200,ach,gaba
720575940615973771,720575940626637128,ach,gaba
720575940614026449,720575940623889552,glut,ser
720575940629174889,720575940629200631,gaba,ach
720575940629645391,720575940630250540,gaba,ach
720575940604542176,720575940623748615,ach,glut
720575940608545219,720575940626933647,gaba,ach
720575940607662857,720575940612580721,glut,ach
720575940614762914,720575940617756390,ach,gaba
720575940614507217,720575940614769459,ach,gaba
720575940611548595,720575940624397582,gaba,ach
720575940619310641,720575940633691548,da,ser
720575940623104440,720575940634473628,ach,gaba
720575940617255029,720575940632495585,gaba,ach
720575940629174889,720575940632123695,gaba,ach
720575940623784959,720575940631488271,ach,ach
720575940622838154,720575940623957173,gaba,glut
720575940619397797,720575940643789860,ach,ach
720575940620405780,720575940632441415,gaba,ach
720575940629143255,720575940646606115,ach,gaba
720575940627975940,720575940639893301,ach,gaba
720575940625972879,720575940630883599,ach,gaba
720575940618270629,720575940623582133,gaba,glut
720575940631693871,720575940637204837,ach,gaba
720575940617998882,720575940628336456,gaba,glut
720575940624224253,720575940631291666,gaba,ach
720575940614939030,720575940637431664,ach,gaba
720575940620202266,720575940625455247,ach,gaba
720575940624986407,720575940630050668,gaba,ach
720575940616736230,720575940622162456,glut,ach
720575940621280688,720575940631875097,gaba,ach
720575940614013382,720575940625455247,ach,gaba
720575940604679664,720575940613200025,ach,gaba
720575940620564756,720575940639313990,ach,gaba
720575940619070366,720575940626684689,glut,ach
720575940623204872,720575940627311390,glut,gaba
720575940613221490,720575940619984945,gaba,glut
720575940609566276,720575940630877226,ach,gaba
720575940615368053,720575940621501622,gaba,gaba
720575940610916465,720575940624967305,gaba,ach
720575940606016870,720575940634312930,gaba,gaba
720575940613065130,720575940614646726,glut,ach
720575940624056467,720575940632303807,gaba,ach
720575940623190453,720575940644077984,gaba,ach
720575940608596747,720575940627997205,ach,glut
720575940611432306,720575940645303331,ach,ach
720575940625419495,720575940631503928,gaba,gaba
720575940627360168,720575940636650853,ach,ach
720575940618494877,720575940627491347,ach,ach
720575940605630850,720575940624893223,ach,glut
720575940620496587,720575940631982952,da,ach
720575940618865112,720575940626587779,ach,gaba
720575940623703576,720575940624537240,gaba,ach
720575940625465802,720575940644632087,ach,gaba
720575940610549060,720575940619625837,gaba,glut
720575940613855971,720575940644237216,ach,gaba
720575940618190626,720575940631518372,gaba,ach
720575940625420531,720575940638336090,ach,ach
720575940620940045,720575940628772345,gaba,gaba
720575940615990578,720575940623544589,glut,gaba
720575940606626994,720575940619694027,ach,gaba
720575940608545219,720575940620771521,gaba,ach
720575940615040874,720575940619694027,ach,gaba
720575940642562445,720575940644981358,ach,gaba
720575940609470659,720575940612920746,ach,gaba
720575940612882669,720575940615970783,ach,ach
720575940615970783,720575940637671487,gaba,ach
720575940616841915,720575940620892342,gaba,gaba
720575940617981597,720575940624158611,ach,glut
720575940622005620,720575940626142010,ach,gaba
720575940617453457,720575940629174889,ach,gaba
720575940614799154,720575940616728038,ach,ach
720575940615856345,720575940630131004,ach,gaba
720575940625871408,720575940637218672,gaba,ser
720575940613776543,720575940621280688,ach,gaba
720575940611142323,720575940635175007,ach,da
720575940622127088,720575940622549324,glut,ach
720575940606420657,720575940621234415,glut,gaba
720575940631462200,720575940638006086,ach,gaba
720575940609414595,720575940629413635,ach,gaba
720575940622039284,720575940632548653,ach,ach
