n1,n2,n1_nt,n2_nt
720575940619103142,720575940639209461,gaba,gaba
720575940618149350,720575940620485511,gaba,ach
720575940611952114,720575940634161633,ach,gaba
720575940618655829,720575940634685852,ach,gaba
720575940618947894,720575940633530190,ach,ach
720575940626027672,720575940640975312,gaba,gaba
720575940620835327,720575940631914700,gaba,ach
720575940617872529,720575940617876697,glut,ach
720575940620677893,720575940627869799,glut,ach
720575940616761019,720575940627753349,gaba,ach
720575940630448188,720575940635249332,ach,gaba
720575940622434072,720575940627980968,ach,gaba
720575940616819345,720575940637924324,glut,glut
720575940631897145,720575940633182372,ach,gaba
720575940616159371,720575940626641182,glut,ach
720575940627663698,720575940640522448,gaba,ach
720575940604126176,720575940628893937,ach,glut
720575940622425121,720575940622687002,gaba,ach
720575940617761309,720575940638668659,glut,gaba
720575940621675174,720575940622258782,gaba,ach
720575940613467762,720575940643619636,ach,oct
720575940621675174,720575940623429610,gaba,ach
720575940616121503,720575940627927930,glut,gaba
720575940624879911,720575940626002064,ach,gaba
720575940622673860,720575940623781127,glut,ach
720575940617998882,720575940626578887,gaba,ach
720575940627173263,720575940629500663,ach,glut
720575940621948592,720575940653540513,glut,ach
720575940617018934,720575940629865925,ach,ach
720575940621202096,720575940628424010,ach,glut
720575940621675174,720575940627782543,gaba,ach
720575940623298823,720575940624470812,gaba,gaba
720575940629285879,720575940642151565,gaba,ach
720575940615970783,720575940634187967,gaba,ach
720575940622010373,720575940629005903,gaba,gaba
720575940623533351,720575940638571583,ach,ach
720575940605264305,720575940614457086,ach,gaba
720575940616284210,720575940635304811,ach,gaba
720575940617077533,720575940630007237,glut,glut
720575940625175068,720575940631707946,ach,gaba
720575940614674863,720575940619863125,oct,gaba
720575940605032550,720575940617577617,glut,ser
720575940613513842,720575940618354260,gaba,gaba
720575940617732820,720575940626213016,ach,gaba
720575940610412773,720575940636703088,ach,gaba
720575940612463346,720575940622193392,gaba,ach
720575940621768436,720575940622517956,glut,glut
720575940616410171,720575940618317120,ach,glut
720575940625778213,720575940628684843,ach,gaba
720575940608810435,720575940631816332,gaba,ach
720575940622948428,720575940634561692,glut,glut
720575940614556712,720575940632157215,gaba,ach
720575940627738640,720575940629504630,gaba,ach
720575940614556712,720575940636241838,gaba,ach
720575940620195949,720575940651039990,ach,ach
720575940615002162,720575940643305672,ach,glut
720575940612628906,720575940629200881,ach,gaba
720575940614175742,720575940630383045,gaba,ach
720575940604801993,720575940625021796,ach,ach
720575940623760127,720575940624821228,ach,gaba
720575940605796542,720575940632451944,gaba,ach
720575940620273505,720575940637360730,ach,gaba
720575940630443898,720575940635554296,glut,ach
720575940613200025,720575940621480575,gaba,ach
720575940621287662,720575940627097877,gaba,ach
720575940610418296,720575940620012671,ach,gaba
720575940627004190,720575940635206251,glut,ach
720575940620439174,720575940620690804,ach,gaba
720575940623322877,720575940634126949,gaba,ach
720575940625420531,720575940633172172,gaba,gaba
720575940606214432,720575940655086753,gaba,ach
720575940619276097,720575940639313990,ach,gaba
720575940631875896,720575940635116383,ach,ach
720575940623427110,720575940627067138,gaba,glut
720575940621280688,720575940631024911,gaba,ach
720575940605604030,720575940621903896,glut,ach
720575940613200025,720575940634351330,gaba,gaba
720575940617792069,720575940624319124,ach,ach
720575940604019424,720575940630148655,ach,da
720575940615970783,720575940642648116,gaba,ach
720575940621902156,720575940622468822,ach,gaba
720575940613889711,720575940630599161,ach,gaba
720575940628019906,720575940644209608,gaba,gaba
720575940634187967,720575940636303728,ach,glut
720575940614889106,720575940622938662,ach,ach
720575940616595869,720575940627291291,gaba,ach
720575940603688226,720575940621675174,ach,gaba
720575940616819771,720575940625010407,ach,glut
720575940620211316,720575940622143245,ach,gaba
720575940618930737,720575940629225463,glut,glut
720575940614215889,720575940627608957,gaba,glut
720575940615970783,720575940627550120,gaba,ach
720575940618018117,720575940627827138,gaba,ach
720575940634909594,720575940635119723,gaba,gaba
720575940626225182,720575940632227921,ach,glut
720575940628467611,720575940631287912,ach,da
720575940629174889,720575940643824072,gaba,ach
720575940606016870,720575940628534827,gaba,ach
720575940626308697,720575940645920052,glut,ach
720575940625395801,720575940631808569,ach,ach
720575940625414277,720575940635681198,glut,ach
720575940624111287,720575940626634789,ach,ach
720575940622759201,720575940633731226,ach,ach
720575940636737246,720575940653095926,ach,glut
720575940619444139,720575940621280688,ach,gaba
720575940614334114,720575940633404243,ach,gaba
720575940615043222,720575940626112062,ach,ach
720575940619245016,720575940631147335,da,ach
720575940609806549,720575940626962709,glut,ach
720575940624274249,720575940632517580,ach,gaba
720575940632066066,720575940645616238,glut,ach
720575940612418161,720575940621675174,ach,gaba
720575940631967506,720575940638803790,gaba,ach
720575940615755679,720575940627189534,ach,gaba
720575940619736523,720575940628245291,gaba,ach
720575940607246549,720575940635415653,gaba,gaba
720575940612741799,720575940628391848,ach,gaba
720575940611335859,720575940614840891,gaba,ach
720575940612828083,720575940635744879,ach,gaba
720575940612725234,720575940630767724,gaba,gaba
720575940606477954,720575940633870818,gaba,ach
720575940614871106,720575940626584719,ach,glut
720575940617630301,720575940639693757,ach,glut
720575940632368199,720575940640412635,ach,gaba
720575940621064175,720575940627515967,gaba,ach
720575940620918789,720575940637037278,ach,ach
720575940614959628,720575940618132564,ach,glut
720575940620875952,720575940627022394,glut,ach
720575940620139105,720575940625168935,ach,ach
720575940618129573,720575940639695568,ach,gaba
720575940627796298,720575940630773560,gaba,ach
720575940624966840,720575940642884000,gaba,ach
720575940628161041,720575940631013740,gaba,glut
720575940618936385,720575940640830453,ach,ser
720575940615392955,720575940629838848,ach,ach
720575940620617153,720575940629437178,ach,gaba
720575940628602471,720575940630600812,ach,glut
720575940614891370,720575940621675174,ach,gaba
720575940629399234,720575940652196342,glut,ach
720575940609079819,720575940621966294,glut,ach
720575940610798546,720575940619855296,ach,ach
720575940614137809,720575940631462200,gaba,ach
720575940629954724,720575940634299071,ach,gaba
720575940628598121,720575940636165624,ach,ach
720575940630153598,720575940630223468,gaba,ach
720575940610530606,720575940632272721,glut,glut
720575940622933130,720575940627474626,ach,ach
720575940621354991,720575940630646799,ach,glut
720575940622393724,720575940631688588,glut,glut
720575940616887947,720575940621563757,ach,glut
720575940621649136,720575940623945404,gaba,ach
720575940631427409,720575940644506222,ach,ach
720575940626011695,720575940629842396,gaba,glut
720575940621163841,720575940621675174,ach,gaba
720575940619886063,720575940641144309,ach,gaba
720575940604910270,720575940630052546,ach,ach
720575940612326373,720575940617549497,da,ach
720575940616564534,720575940626381882,glut,gaba
720575940614017534,720575940629823993,ach,ach
720575940622372301,720575940629913655,ach,ach
720575940612829619,720575940617430356,gaba,ach
720575940618177977,720575940637503662,gaba,ach
720575940604425644,720575940628720092,ach,gaba
720575940610219896,720575940626813577,glut,ach
720575940614599234,720575940630590521,ach,glut
720575940613275260,720575940621675174,ach,gaba
720575940619576661,720575940620923045,ach,gaba
720575940606095462,720575940618671387,ach,gaba
720575940641144309,720575940645813636,gaba,ach
720575940614159010,720575940625709401,ach,glut
720575940609265673,720575940617907101,gaba,ach
720575940628347464,720575940632137247,glut,ach
720575940616403910,720575940629170741,gaba,ach
720575940612218547,720575940636563166,gaba,ach
720575940617158361,720575940626197690,gaba,ach
720575940620103590,720575940634250652,ach,ser
720575940629206910,720575940646126190,ach,gaba
720575940627443230,720575940646667811,gaba,ach
720575940621308838,720575940626718952,gaba,ach
720575940608379915,720575940628956919,glut,glut
720575940622773444,720575940637321646,glut,glut
720575940612905842,720575940627138562,ach,gaba
720575940609321938,720575940619363207,ach,gaba
720575940628320811,720575940628432456,ach,gaba
720575940628404392,720575940628563688,gaba,gaba
720575940627117100,720575940627759377,ach,ach
720575940622143245,720575940623065383,gaba,ach
720575940622892780,720575940634138775,ach,gaba
720575940612637554,720575940615708482,da,da
720575940624879911,720575940625926693,ach,da
720575940620156501,720575940636690544,glut,ach
720575940630291671,720575940630921027,ach,gaba
720575940613200025,720575940630700348,gaba,ach
720575940627586920,720575940629200881,ach,gaba
720575940624102670,720575940640039040,glut,da
720575940614702047,720575940620857108,gaba,glut
720575940613852113,720575940616302297,ach,glut
720575940625636964,720575940626666345,glut,ach
720575940634260193,720575940638757860,gaba,glut
720575940621065933,720575940626490024,ach,ach
720575940606042144,720575940614607825,glut,gaba
720575940623788040,720575940627105301,gaba,ach
720575940614908383,720575940634660750,oct,ach
720575940617423846,720575940617769851,glut,ach
720575940625023246,720575940628929079,glut,ach
720575940620886810,720575940624856112,ach,ach
720575940623541581,720575940631084751,gaba,gaba
720575940621280688,720575940634296951,gaba,ach
720575940617654075,720575940631187364,gaba,ach
720575940617071906,720575940646702132,ach,ach
720575940606056905,720575940627927573,da,ser
720575940619595467,720575940632448616,glut,ach
720575940620383909,720575940646428980,glut,ach
720575940607884162,720575940612982425,glut,ach
720575940626682129,720575940635295736,ach,ach
720575940627973105,720575940636494302,glut,ach
720575940620201793,720575940624227661,gaba,ach
720575940625772943,720575940632614881,ach,glut
720575940619544779,720575940621025037,gaba,ach
720575940624364519,720575940638559972,gaba,gaba
720575940625574844,720575940628154364,ach,gaba
720575940634086239,720575940635681198,glut,ach
720575940620360557,720575940626510169,ach,glut
720575940606209214,720575940646427427,gaba,ach
720575940619737510,720575940621040112,ach,ach
720575940621782024,720575940640753280,gaba,ach
720575940631526215,720575940651758838,ach,ach
720575940624435128,720575940635094423,ser,ach
720575940626454884,720575940660576385,ach,ach
720575940623687304,720575940645055767,ach,gaba
720575940616025378,720575940625366846,gaba,gaba
720575940604352172,720575940615708482,ach,ach
720575940613687789,720575940615811670,glut,ach
720575940622370026,720575940637247118,ach,gaba
720575940631049803,720575940634289377,ach,gaba
720575940620327412,720575940625683077,glut,ser
720575940621280688,720575940637316029,gaba,ach
720575940625749586,720575940629174889,ach,gaba
720575940631068973,720575940634781535,gaba,ach
720575940618319444,720575940629850895,glut,ach
720575940623773832,720575940626583226,gaba,gaba
720575940611171763,720575940628579066,glut,ach
720575940614177320,720575940628172796,gaba,ach
720575940608504668,720575940626662346,glut,gaba
720575940630485548,720575940631083215,gaba,ach
720575940621475610,720575940641276045,ach,glut
720575940614559554,720575940632461196,ach,ach
720575940630610425,720575940637231593,glut,ach
720575940605157990,720575940622252201,ach,gaba
720575940630089031,720575940644178468,glut,glut
720575940616644411,720575940618447936,gaba,ach
720575940622893411,720575940628865354,gaba,gaba
720575940622292257,720575940644632087,gaba,gaba
720575940622459888,720575940634260631,gaba,ach
720575940618833624,720575940630835511,gaba,ach
720575940613028659,720575940647113763,ach,glut
720575940612346547,720575940616197819,ser,ser
720575940616595869,720575940618470996,gaba,ach
720575940623029395,720575940625031610,gaba,ach
720575940635128160,720575940635241370,gaba,ach
720575940616481397,720575940625203277,glut,da
720575940623994888,720575940643591072,ach,gaba
720575940628683063,720575940654057889,ach,glut
720575940605768638,720575940612208274,glut,ach
720575940621607334,720575940627717397,gaba,ach
720575940613373090,720575940626042957,glut,gaba
720575940623277547,720575940630814762,glut,ach
720575940627780849,720575940640168509,ach,glut
720575940613752062,720575940630204098,gaba,ach
720575940627526472,720575940631340283,ach,gaba
720575940633806306,720575940642724119,ach,gaba
720575940623889642,720575940626985478,ach,ach
720575940625617948,720575940628912283,gaba,glut
720575940617090134,720575940620224091,ser,da
720575940623132621,720575940626919144,gaba,ach
720575940617495697,720575940627747560,ach,glut
720575940615993823,720575940640305115,gaba,ach
720575940614154786,720575940623649097,glut,glut
720575940628719619,720575940630460919,gaba,oct
720575940612238449,720575940632861265,gaba,gaba
720575940612465777,720575940628148303,glut,gaba
720575940633227468,720575940646935940,gaba,glut
720575940622749210,720575940637811059,gaba,ach
720575940630546540,720575940660217473,ach,da
720575940615100358,720575940617882139,gaba,ach
720575940627080945,720575940643591072,ach,gaba
720575940616959803,720575940621253590,ach,gaba
720575940617207185,720575940660217473,ach,ser
720575940624904684,720575940628230933,ach,gaba
720575940629295810,720575940633731832,gaba,ach
720575940618231710,720575940659970177,ach,glut
720575940627481630,720575940652682230,gaba,ach
720575940626894588,720575940638017862,ach,ach
720575940623927992,720575940625232677,ach,gaba
720575940611964330,720575940624678581,ach,glut
720575940613200025,720575940616686225,gaba,ach
720575940632369439,720575940632733792,da,ach
720575940623383432,720575940643671406,ach,gaba
720575940630110263,720575940637594334,gaba,ach
720575940612887731,720575940644074144,gaba,ach
720575940606507185,720575940618742085,ach,ach
720575940641520347,720575940647656580,gaba,gaba
720575940618669726,720575940621307312,ach,glut
720575940612692965,720575940639893301,ach,gaba
720575940606056905,720575940616079035,da,ach
720575940630953559,720575940654921121,gaba,glut
720575940616528582,720575940630138428,gaba,ach
720575940621330102,720575940625053773,ach,ser
720575940632943315,720575940644791918,ach,ach
720575940620716453,720575940632525534,gaba,ach
720575940621675174,720575940625945488,ach,ach
720575940610654050,720575940624538445,ach,gaba
720575940623942280,720575940640830453,glut,ser
720575940616149249,720575940631977746,ach,gaba
720575940618078299,720575940624986407,ach,gaba
720575940626199754,720575940635602868,gaba,gaba
720575940622198768,720575940628276497,gaba,gaba
720575940623201833,720575940624185095,gaba,glut
720575940624889383,720575940627409367,ach,glut
720575940621560752,720575940633006637,ach,gaba
720575940604056544,720575940641144309,ach,glut
720575940612944025,720575940655611553,gaba,ach
720575940624559764,720575940639784912,gaba,ach
720575940619967727,720575940627768698,ach,da
720575940619517233,720575940621618721,ach,glut
720575940612383381,720575940620087755,glut,glut
720575940608180949,720575940619310641,glut,da
720575940610048558,720575940635136880,gaba,ach
720575940616033346,720575940627340561,ach,ach
720575940618993989,720575940626497286,gaba,ach
720575940620021231,720575940629486891,glut,ach
720575940621912948,720575940644589591,gaba,ach
720575940614556712,720575940621567526,gaba,ach
720575940612409494,720575940621368346,gaba,gaba
720575940619059102,720575940625977802,ser,glut
720575940622954189,720575940638125284,ach,glut
720575940618629592,720575940625033196,ach,gaba
720575940611141529,720575940613143466,gaba,ach
720575940627757328,720575940643039688,ach,glut
720575940616798603,720575940636922999,gaba,gaba
720575940613669357,720575940624986407,ach,gaba
720575940610725525,720575940627035153,gaba,glut
720575940606902108,720575940614572542,ach,gaba
720575940613180591,720575940629163675,ach,gaba
720575940612919538,720575940647521156,gaba,ach
720575940621280688,720575940628306075,gaba,ach
720575940634186647,720575940637148479,ach,glut
720575940621409371,720575940641329616,ach,gaba
720575940606742539,720575940626085264,gaba,ach
720575940619609467,720575940637115493,glut,glut
720575940628365306,720575940631968783,glut,gaba
720575940613646751,720575940630488607,gaba,gaba
720575940612003441,720575940625769042,glut,ach
720575940624038899,720575940632556499,ach,glut
720575940624890126,720575940637000846,gaba,ach
720575940630043258,720575940659598209,gaba,glut
720575940625584484,720575940637303182,ach,ach
720575940612218547,720575940646168372,gaba,ach
720575940615541810,720575940623824106,gaba,glut
720575940617764582,720575940632139949,gaba,ach
720575940607667723,720575940629557110,gaba,glut
720575940644306592,720575940651986166,gaba,ach
720575940633008223,720575940645094180,ach,gaba
720575940621640150,720575940626376478,ach,gaba
720575940618353099,720575940627493130,gaba,ach
720575940620723590,720575940632794961,glut,ach
720575940611550643,720575940643394208,gaba,ach
720575940615970783,720575940620204678,gaba,ach
720575940628210272,720575940628778106,ach,gaba
720575940620943201,720575940628599934,ach,ach
720575940611845618,720575940622286669,ach,ach
720575940621675174,720575940623403302,gaba,ach
720575940631168876,720575940632753036,glut,gaba
720575940620301677,720575940628455942,glut,ach
720575940623230733,720575940642225115,ach,gaba
720575940613049571,720575940634169439,gaba,gaba
720575940627537930,720575940646061678,ach,gaba
720575940637947108,720575940639856949,ach,ach
720575940622449407,720575940622745066,ach,ach
720575940633626337,720575940637524021,gaba,glut
720575940621675174,720575940638477284,gaba,ach
720575940603949024,720575940629957943,ach,gaba
720575940623673783,720575940625000200,glut,gaba
720575940624321514,720575940625217294,gaba,ach
720575940637628272,720575940638241513,gaba,glut
720575940616364917,720575940623362889,glut,ach
720575940628648809,720575940647010356,glut,gaba
720575940614136130,720575940625295084,ach,glut
720575940620238539,720575940621675174,ach,gaba
720575940615292895,720575940647606148,ser,ach
720575940625898829,720575940638668659,ach,gaba
720575940617537570,720575940626271996,da,ach
720575940632573496,720575940639983182,ach,gaba
720575940620130032,720575940641567885,glut,ser
720575940614865361,720575940631361295,ach,ser
720575940616045254,720575940629564059,glut,ach
720575940626883453,720575940630243626,gaba,gaba
720575940603688224,720575940621280688,ach,gaba
720575940623887118,720575940628498692,ach,gaba
720575940625838224,720575940631744587,gaba,gaba
720575940621296816,720575940636028261,ach,ach
720575940627420488,720575940630501228,da,glut
720575940615046311,720575940632435117,glut,ach
720575940625420531,720575940628599595,gaba,ach
720575940631861775,720575940634912666,ach,gaba
720575940617656532,720575940628975690,ach,ach
720575940612218547,720575940640181309,gaba,ach
720575940621883980,720575940628684843,ach,gaba
720575940623042892,720575940626114437,gaba,ach
720575940637282416,720575940639214150,ach,gaba
720575940616891253,720575940627504698,glut,ach
720575940626495833,720575940627996170,ach,gaba
720575940612185586,720575940615975474,glut,ach
720575940606218528,720575940608763512,gaba,glut
720575940615970783,720575940627901258,gaba,ach
720575940625038600,720575940632977572,gaba,ach
720575940607461321,720575940614255656,gaba,glut
720575940644145518,720575940645669940,gaba,ach
720575940628527047,720575940631612044,glut,ach
720575940621441494,720575940633831264,glut,ach
720575940628579066,720575940632499757,ach,ach
720575940619694027,720575940627812969,gaba,ach
720575940630579574,720575940639285949,ach,glut
720575940624852057,720575940643576224,da,gaba
720575940614137809,720575940617917760,gaba,ach
720575940622975891,720575940630146871,ach,ach
720575940622774298,720575940632690892,gaba,gaba
720575940612574189,720575940628258577,ach,glut
720575940613065130,720575940622349831,gaba,ach
720575940621675174,720575940623801834,gaba,ach
720575940622745853,720575940626056292,ach,ach
720575940604031678,720575940632943277,glut,ach
720575940613428707,720575940630065468,glut,glut
720575940631275050,720575940638168639,ach,ach
720575940608810947,720575940624311444,ach,gaba
720575940605372606,720575940616369013,glut,ach
720575940628339611,720575940638677411,ach,glut
720575940615239563,720575940637899197,ach,glut
720575940615970783,720575940636074853,gaba,ach
720575940611414514,720575940616577979,gaba,ach
720575940613119205,720575940630676086,gaba,ach
720575940621675174,720575940639506510,gaba,ach
720575940613065130,720575940644096366,gaba,ach
720575940614635666,720575940637132389,ach,da
720575940620979638,720575940640978421,gaba,gaba
720575940622913063,720575940632789964,gaba,glut
720575940621755124,720575940637297897,glut,ach
720575940625686078,720575940629674460,gaba,ach
720575940614196205,720575940619820422,gaba,ach
720575940613343459,720575940638757860,ach,glut
720575940639332934,720575940639993203,glut,glut
720575940618911646,720575940618930737,ach,glut
720575940612717202,720575940621280688,ach,gaba
720575940620155489,720575940622996579,ach,glut
720575940624344072,720575940630953559,ach,gaba
720575940605419622,720575940641097461,glut,glut
720575940611324280,720575940646040430,gaba,gaba
720575940609063800,720575940618018117,ach,gaba
720575940626522440,720575940626637002,ach,gaba
720575940629539159,720575940634258146,glut,glut
720575940613200025,720575940628549754,gaba,ach
720575940623543989,720575940636474798,gaba,ach
720575940621607334,720575940626102361,gaba,gaba
720575940623788040,720575940625814274,gaba,ach
720575940629526570,720575940643702551,ach,ach
720575940618087709,720575940621675174,ach,gaba
720575940623701000,720575940624331016,glut,ach
720575940615970783,720575940631107359,gaba,ach
720575940617825344,720575940629174889,ach,gaba
720575940620851026,720575940641583093,gaba,ach
720575940634722912,720575940637705818,ach,gaba
720575940613804906,720575940614607825,ach,gaba
720575940612347571,720575940630225403,ser,ach
720575940612567665,720575940629865410,glut,gaba
720575940617265269,720575940634303132,ach,ser
720575940612218547,720575940625754298,glut,ach
720575940630075703,720575940632656173,ach,gaba
720575940612708374,720575940614535842,glut,ach
720575940608970197,720575940641593051,ach,ser
720575940626298364,720575940635198304,ach,gaba
720575940621855414,720575940652044790,gaba,ach
720575940612541235,720575940623113752,ach,da
720575940621165807,720575940630907708,ach,gaba
720575940615401589,720575940646126190,ach,gaba
720575940630883599,720575940634099607,gaba,ach
720575940617817693,720575940627485321,ach,gaba
720575940633694559,720575940641240205,gaba,ach
720575940621258081,720575940627782933,ach,ach
720575940615970783,720575940619181739,gaba,ach
720575940619363207,720575940632803795,gaba,da
720575940612637554,720575940635788143,da,ach
720575940619781229,720575940633655452,ach,gaba
720575940622307731,720575940636207284,ach,gaba
720575940603384748,720575940635450463,ach,ach
720575940629537640,720575940631393611,ach,gaba
720575940622026245,720575940639994456,ach,glut
720575940626524805,720575940626592387,ach,gaba
720575940603621344,720575940621553279,glut,ach
720575940607188610,720575940625737776,gaba,glut
720575940624267022,720575940629174889,ach,gaba
720575940624700140,720575940631923267,ser,ser
720575940619668577,720575940629174889,ach,gaba
720575940619840427,720575940636873646,ach,ach
720575940627242365,720575940627955978,gaba,gaba
720575940605400096,720575940653705889,ach,glut
720575940621823297,720575940637944798,gaba,ach
720575940620740717,720575940630690093,gaba,ach
720575940620582168,720575940630147066,ach,glut
720575940621546066,720575940630147066,ach,ach
720575940623282175,720575940628181520,glut,ach
720575940619436342,720575940637487593,gaba,gaba
720575940624431036,720575940633345325,gaba,ach
720575940623298823,720575940628733292,gaba,gaba
720575940614615727,720575940629075755,ach,ach
720575940625334349,720575940648864633,ser,glut
720575940628527047,720575940632394563,glut,ach
720575940610177941,720575940639281597,ach,gaba
720575940621156717,720575940643709344,gaba,ach
720575940620328662,720575940623535029,ach,ach
720575940627165339,720575940639378493,glut,glut
720575940616202838,720575940622525654,glut,ach
720575940634573337,720575940653185014,gaba,ach
720575940621584068,720575940630348140,gaba,gaba
720575940627738640,720575940630746579,gaba,glut
720575940620982192,720575940646771332,glut,ach
720575940613139778,720575940630210616,gaba,ach
720575940620923045,720575940634902111,gaba,ach
720575940612566294,720575940644632087,ach,gaba
720575940620651174,720575940632573900,ach,gaba
720575940615094422,720575940630147066,ach,gaba
720575940621894988,720575940626142010,ach,gaba
720575940604786656,720575940614459390,ach,ach
720575940618366843,720575940622929251,gaba,ach
720575940604569824,720575940610396258,gaba,ach
720575940611384306,720575940622337635,ach,gaba
720575940612631970,720575940630755276,gaba,gaba
720575940616888020,720575940630918597,ach,glut
720575940615223719,720575940638496856,ach,glut
720575940628462956,720575940631824426,ach,glut
720575940605676204,720575940636488110,ach,gaba
720575940618082745,720575940660499329,gaba,ach
720575940626087980,720575940630919895,ach,gaba
720575940615914982,720575940629174889,ach,gaba
720575940620495124,720575940640466677,glut,ach
720575940619315614,720575940627192092,ach,ach
720575940622468822,720575940637936617,da,ach
720575940622618537,720575940632250764,ach,ach
720575940621387380,720575940624762953,ach,gaba
720575940629174889,720575940629557957,gaba,ach
720575940626282633,720575940628517380,ach,gaba
720575940613191591,720575940623788040,ach,gaba
720575940621280688,720575940632173103,gaba,ach
720575940614457086,720575940614778124,gaba,ach
720575940622121712,720575940623521003,ach,glut
720575940624301035,720575940630780155,ach,gaba
720575940614602415,720575940621161933,glut,ach
720575940623966404,720575940627518227,gaba,ach
720575940618617940,720575940637219726,gaba,ach
720575940611163610,720575940617301563,ach,gaba
720575940629733114,720575940643915300,gaba,gaba
720575940615023978,720575940633321583,gaba,ach
720575940612840982,720575940635138911,gaba,gaba
720575940617825620,720575940620774753,ach,ach
720575940621984973,720575940624290232,ach,da
720575940620087755,720575940624618475,glut,ach
720575940614360738,720575940615733407,gaba,ach
720575940631580487,720575940642724119,ach,gaba
720575940614254130,720575940624974572,ach,glut
720575940622588808,720575940629865410,ach,gaba
720575940611961970,720575940619295983,glut,ach
720575940612600433,720575940620857776,gaba,ach
720575940611174702,720575940630546540,ser,ach
720575940605276518,720575940629793989,glut,ach
720575940611138969,720575940620862912,glut,ach
720575940624712206,720575940625658755,gaba,ach
720575940608559964,720575940638857168,ach,ach
720575940620035264,720575940620379015,gaba,ach
720575940608067029,720575940639193216,ach,gaba
720575940611218454,720575940646996515,gaba,ach
720575940632619055,720575940638167006,gaba,gaba
720575940621564329,720575940637388004,gaba,ach
720575940624307893,720575940628230417,glut,gaba
720575940614611111,720575940629996794,ach,gaba
720575940610455002,720575940625747593,ach,ach
720575940610000067,720575940617468253,gaba,ach
720575940626056292,720575940634764468,ach,ach
720575940606354633,720575940627910010,gaba,ach
720575940620965797,720575940634216417,ach,gaba
720575940614137651,720575940632013387,gaba,ach
720575940625811760,720575940629200881,ach,gaba
720575940616715732,720575940620210977,ach,glut
720575940619173997,720575940626093340,ach,gaba
720575940606760284,720575940613416744,ach,ach
720575940629174889,720575940637946968,gaba,ach
720575940614112150,720575940625273886,gaba,ach
720575940629091919,720575940632360109,ach,gaba
720575940621280688,720575940621477402,gaba,ach
720575940628386942,720575940630444625,glut,ach
720575940618447936,720575940639475840,ach,ach
720575940618648349,720575940646180228,gaba,ach
720575940613532786,720575940614859426,gaba,ach
720575940614385839,720575940635749743,gaba,gaba
720575940620809921,720575940626485129,ach,ach
720575940623576845,720575940632861265,ach,gaba
720575940624531348,720575940625166504,gaba,ach
720575940625514023,720575940637268592,ach,glut
720575940609303491,720575940623686185,ach,gaba
720575940621441919,720575940624434685,gaba,ach
720575940604828849,720575940628391848,ach,gaba
720575940623073245,720575940630348887,ach,ach
720575940626322746,720575940639977691,gaba,ach
720575940620595053,720575940626378242,ach,glut
720575940612294637,720575940620685172,gaba,ach
720575940617756390,720575940621988988,gaba,ach
720575940623788040,720575940624700140,ser,ser
720575940603942828,720575940625096240,gaba,ach
720575940622841112,720575940627519113,ach,gaba
720575940622162416,720575940627085976,gaba,ach
720575940621807062,720575940623300093,gaba,ach
720575940631289484,720575940632689199,ach,gaba
720575940628448359,720575940630269239,glut,gaba
720575940620861549,720575940634707863,ach,gaba
720575940620595904,720575940630547420,gaba,gaba
720575940628020740,720575940640517720,ach,gaba
720575940614587042,720575940627331859,ach,gaba
720575940614566598,720575940615964555,gaba,ach
720575940615970783,720575940624407740,gaba,ach
720575940614579423,720575940630530635,gaba,ach
720575940628210887,720575940654927777,ach,gaba
720575940638726234,720575940641934069,gaba,gaba
720575940616614027,720575940616768086,glut,ach
720575940619425877,720575940625500734,ach,gaba
720575940611952114,720575940627017603,ach,gaba
720575940621280688,720575940621863006,gaba,ach
720575940616097660,720575940645229092,glut,ach
720575940612127151,720575940619767744,gaba,gaba
720575940623918121,720575940631989352,glut,gaba
720575940618865112,720575940630225403,ach,ser
720575940623772564,720575940637089343,gaba,da
720575940617601570,720575940636918958,ach,gaba
720575940615089494,720575940626243965,gaba,gaba
720575940625117584,720575940626850678,gaba,ach
720575940612218547,720575940616598484,gaba,glut
720575940624570957,720575940629174889,ach,gaba
720575940616317113,720575940631679250,gaba,ach
720575940625310868,720575940630130391,gaba,glut
720575940609282825,720575940633671319,gaba,ach
720575940620372059,720575940632008109,ach,gaba
720575940615970783,720575940635241908,gaba,ach
720575940637228341,720575940644202440,ach,gaba
720575940607202178,720575940637746493,ach,ach
720575940612734066,720575940636923108,da,ach
720575940616340748,720575940627198809,ach,gaba
720575940607798402,720575940617208374,ach,ach
720575940611423411,720575940615993823,ach,glut
720575940615052812,720575940619473624,ach,ach
720575940626695001,720575940638551860,ach,ach
720575940620909933,720575940626143806,gaba,ach
720575940620159398,720575940652886177,glut,glut
720575940614673119,720575940659311489,glut,ach
720575940610059726,720575940617448193,da,gaba
720575940612097393,720575940631478799,ach,gaba
720575940629342479,720575940631631929,gaba,ach
720575940625606916,720575940640031360,glut,gaba
720575940647121972,720575940647574324,ach,ach
720575940613921331,720575940621532326,ach,gaba
720575940618270629,720575940628712300,gaba,ach
720575940605239217,720575940619721886,glut,oct
720575940620061293,720575940625555289,glut,ach
720575940621087470,720575940630919931,ach,glut
720575940613200025,720575940635654062,gaba,ach
720575940614556712,720575940632072147,gaba,ach
720575940611550643,720575940621457690,gaba,ach
720575940630655031,720575940637271214,ach,gaba
720575940629548800,720575940631738415,glut,ach
720575940613809554,720575940638778165,ach,ach
720575940609623253,720575940626697609,ach,ach
